cid,record_id,Country,age,gender,marital,educ,educ_other,child_dependants,Regions,healthtype_2,role,role_other,healthtype,If_Yes,jobrole,train_years,experience_1,experience_2,experience_3,experience_4,service_demand_1,service_demand_2,skills_1,skills_2,skills_3,belief,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,social_influence_1,social_influence_2,social_influence_3,social_influence_4,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,trust_1,trust_2,trust_3
hcw_8943,530,Uganda,45,2,3,NULL,NULL,3,Central 1,2,8,NULL,1,1,1,NULL,2,2,1,2,7,7,6,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1
hcw_8944,531,Uganda,27,1,2,NULL,NULL,2,Central 1,2,8,NULL,1,1,1,NULL,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1
hcw_8945,532,Uganda,31,1,1,NULL,NULL,6,Central 1,2,8,NULL,3,1,5,NULL,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1
hcw_8946,533,Uganda,45,1,3,NULL,NULL,4,Central 1,2,6,NULL,1,1,1,NULL,2,1,2,2,7,1,5,1,1,7,7,7,7,7,7,7,7,7,5,2,1,1,7,7,7,7,7,5,1,1
hcw_8947,534,Uganda,34,1,3,NULL,NULL,3,Central 1,2,10,NULL,11,1,3,NULL,1,2,1,1,6,6,6,6,6,6,6,6,2,6,6,6,2,6,6,6,6,6,6,6,2,6,6,1,1,1
hcw_8948,535,Uganda,23,2,1,NULL,NULL,3,Central 1,2,7,Clinical officer,1,1,5,NULL,2,3,2,2,7,4,7,7,1,7,7,6,6,6,6,5,4,5,6,6,6,6,6,6,6,6,6,3,3,3
hcw_8949,536,Uganda,18,1,1,NULL,NULL,6,Central 1,2,7,peer educator,1,1,1,NULL,2,2,3,2,1,1,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,1,1,1,1
hcw_8950,537,Uganda,49,1,3,NULL,NULL,2,Central 1,2,7,Health inspector,1,1,1,NULL,1,2,2,2,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5
hcw_8951,538,Uganda,27,1,2,NULL,NULL,2,Central 1,2,7,Records officer,1,NULL,1,NULL,2,2,1,2,2,2,3,3,2,3,3,5,5,7,7,3,1,7,7,6,7,5,7,7,7,7,3,2,1,1
hcw_8952,539,Uganda,49,1,3,NULL,NULL,2,Central 1,2,7,Laboratory Technician,1,1,1,NULL,1,2,2,2,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5
hcw_8953,540,Uganda,25,2,1,NULL,NULL,6,Central 1,2,7,Data officer,11,NULL,1,NULL,2,2,1,2,1,1,1,1,1,6,1,7,6,7,5,2,1,2,6,6,7,5,7,7,7,7,7,6,1,1
hcw_8954,541,Uganda,25,1,1,NULL,NULL,6,Central 1,2,8,NULL,1,1,1,NULL,2,2,2,2,7,7,7,7,7,7,1,1,1,7,7,7,7,7,7,6,6,5,7,7,7,6,6,1,1,1
hcw_8955,542,Uganda,27,1,3,NULL,NULL,3,Central 1,2,7,Laboratory Technician,2,1,1,NULL,2,2,1,1,4,4,6,6,6,6,4,6,5,6,5,5,2,2,6,6,6,6,6,6,3,4,4,5,5,5
hcw_8956,543,Uganda,38,2,1,NULL,NULL,6,Central 1,2,7,Data officer,12,1,1,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,3,1,3,1,2,2
hcw_8957,544,Uganda,35,1,3,NULL,NULL,2,Central 1,2,8,NULL,1,1,1,NULL,2,2,1,2,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,1,1
hcw_8958,545,Uganda,26,1,1,NULL,NULL,6,Central 1,2,6,NULL,8,1,1,NULL,1,1,1,1,6,6,6,5,6,6,6,7,1,7,6,6,6,5,6,7,6,2,7,7,1,7,6,1,1,1
hcw_8959,546,Uganda,54,1,3,NULL,NULL,3,Central 1,2,3,NULL,1,1,1,NULL,2,1,2,1,1,1,6,6,1,1,2,1,1,1,1,3,1,2,1,1,1,1,4,1,1,1,4,1,1,3
hcw_8960,547,Uganda,30,1,2,NULL,NULL,7,Central 1,2,8,NULL,12,1,1,NULL,2,2,1,2,2,2,6,6,5,6,6,6,2,7,6,6,2,6,7,6,6,6,6,6,6,6,6,6,1,2
hcw_8961,548,Uganda,35,1,1,NULL,NULL,3,Central 1,2,8,NULL,12,1,1,NULL,2,2,2,2,2,2,5,7,6,7,5,6,7,7,6,5,1,6,6,7,6,6,7,7,5,5,6,6,2,2
hcw_8962,549,Uganda,28,2,2,NULL,NULL,2,Mid Northern,2,7,Laboratory Technician,10,1,1,NULL,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2
hcw_8963,550,Uganda,21,1,1,NULL,NULL,1,Central 1,2,7,Clinical officer,1,1,5,NULL,2,2,1,2,1,1,2,6,2,6,6,6,2,7,5,2,1,2,7,7,7,6,4,5,2,6,5,6,2,2
hcw_8964,551,Uganda,24,1,2,NULL,NULL,3,Mid Northern,2,6,NULL,8,1,1,NULL,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2
hcw_8965,552,Uganda,22,1,1,NULL,NULL,6,Central 1,2,7,Psychiatrist,1,1,5,NULL,2,2,1,2,1,1,1,3,1,1,1,7,1,1,1,1,1,1,6,7,7,6,7,7,1,7,1,6,6,5
hcw_8966,553,Uganda,37,1,2,NULL,NULL,2,Central 1,2,8,NULL,1,1,2,NULL,1,1,1,2,7,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,1,1,1
hcw_8967,554,Uganda,23,1,1,NULL,NULL,4,Central 1,2,4,NULL,1,1,5,NULL,2,2,1,2,1,2,4,7,7,6,5,7,5,7,6,6,1,3,7,7,6,5,6,6,2,5,6,6,6,5
hcw_8968,555,Uganda,22,2,1,NULL,NULL,1,Central 1,2,7,Laboratory Technician,1,1,1,NULL,2,2,2,2,2,7,2,7,2,2,6,7,5,6,2,1,1,1,7,7,6,6,7,7,5,7,5,6,6,2
hcw_8969,556,Uganda,24,1,2,NULL,NULL,1,Mid Northern,2,5,NULL,8,1,1,NULL,1,1,1,1,6,6,6,7,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,1,2,2,5,5
hcw_8970,557,Uganda,28,1,2,NULL,NULL,2,Mid Northern,2,6,NULL,12,1,1,NULL,1,1,1,1,6,6,6,7,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,1,2,2,5,5
hcw_8971,558,Uganda,20,1,1,NULL,NULL,6,Central 1,2,6,NULL,1,1,1,NULL,2,2,1,1,2,2,5,6,6,6,6,6,2,7,2,2,6,6,6,6,6,6,6,6,2,6,2,5,5,5
hcw_8972,559,Uganda,23,2,1,NULL,NULL,1,Central 1,2,4,NULL,1,1,1,NULL,2,2,2,2,1,1,2,6,1,2,2,7,6,7,5,4,1,1,7,7,7,6,6,6,2,6,6,6,1,1
hcw_8973,560,Uganda,20,1,1,NULL,NULL,5,Central 1,2,5,NULL,1,2,5,NULL,3,1,1,1,2,2,6,6,6,6,6,6,6,6,5,6,2,5,6,7,7,7,6,6,5,6,5,5,1,1
hcw_8974,561,Uganda,23,2,1,NULL,NULL,3,Central 1,2,7,Clinical officer,1,1,5,NULL,2,2,1,2,2,2,6,6,2,6,2,6,1,7,6,6,2,6,7,7,7,7,6,2,2,7,2,6,6,6
hcw_8975,562,Uganda,19,1,1,NULL,NULL,6,Central 1,2,6,NULL,1,1,1,NULL,2,2,2,2,2,2,6,5,6,6,6,6,2,6,6,2,6,2,6,6,6,6,2,2,2,6,2,5,5,5
hcw_8976,563,Uganda,23,2,1,NULL,NULL,6,Central 1,2,8,NULL,1,1,1,NULL,1,1,1,1,5,5,6,6,6,6,6,6,6,6,2,2,6,6,6,7,7,6,5,5,2,6,2,2,2,2
hcw_8977,564,Uganda,22,2,1,NULL,NULL,7,Central 1,2,7,Laboratory Technician,1,1,5,NULL,1,2,1,1,2,2,7,7,7,7,7,7,7,7,7,7,6,7,1,7,7,7,7,7,7,7,1,5,1,1
hcw_8978,565,Uganda,19,1,1,NULL,NULL,3,Central 1,2,5,NULL,1,1,5,NULL,1,3,3,1,7,7,7,7,6,7,7,6,5,7,7,6,7,7,7,7,7,7,6,7,4,6,6,2,2,2
hcw_8979,566,Uganda,19,1,1,NULL,NULL,4,Central 1,2,5,NULL,8,1,5,NULL,2,1,3,2,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,5,7,5,5,5
hcw_8980,567,Uganda,29,1,3,NULL,NULL,7,Mid Northern,1,5,NULL,12,1,1,NULL,1,1,1,1,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2
hcw_8981,568,Uganda,35,1,3,NULL,NULL,4,Central 1,2,7,Laboratory Technician,1,2,1,NULL,2,2,1,2,5,5,6,7,6,7,5,7,6,7,6,5,5,5,7,7,7,5,7,7,5,7,7,5,3,2
hcw_8982,569,Uganda,28,2,2,NULL,NULL,2,Mid Northern,1,6,NULL,12,1,1,NULL,1,1,1,1,1,2,1,3,1,1,3,1,2,1,1,3,1,1,1,1,1,3,1,1,2,2,1,1,1,3
hcw_8983,570,Uganda,28,2,2,NULL,NULL,2,Mid Northern,1,6,NULL,12,1,1,NULL,1,1,1,1,1,2,1,3,1,1,3,1,2,1,1,3,1,1,1,1,1,3,1,1,2,2,1,1,1,3
hcw_8984,571,Uganda,30,1,8,NULL,NULL,2,Mid Northern,2,6,NULL,12,1,1,NULL,1,2,1,2,1,1,1,5,6,7,7,6,6,7,6,6,6,2,6,7,7,5,7,7,3,5,6,6,6,2
hcw_8985,572,Uganda,30,1,8,NULL,NULL,2,Mid Northern,2,6,NULL,12,1,1,NULL,1,2,1,2,1,1,1,5,6,7,7,6,6,7,6,6,6,2,6,7,7,5,7,7,3,5,6,6,6,2
hcw_8986,573,Uganda,32,1,3,NULL,NULL,4,Mid Northern,1,5,NULL,12,1,1,NULL,1,1,1,1,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,7,6,6,6,2,2,2,2,2
hcw_8987,574,Uganda,35,2,3,NULL,NULL,3,Mid Northern,2,7,Laboratory Technician,10,NULL,1,NULL,2,2,1,2,1,1,3,3,5,4,5,6,5,5,1,2,2,2,1,4,3,1,7,7,7,7,5,5,4,4
hcw_8988,575,Uganda,36,1,3,NULL,NULL,2,Mid Northern,2,6,NULL,8,1,1,NULL,1,1,1,1,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,1,1,2,2,2
hcw_8989,576,Uganda,41,1,3,NULL,NULL,4,Kampala,2,1,NULL,2,1,1,NULL,2,2,1,1,5,2,6,7,6,6,6,6,6,6,5,5,6,5,6,6,6,4,6,6,6,5,5,5,2,2
hcw_8990,577,Uganda,45,2,2,NULL,NULL,5,Central 2,2,7,Laboratory Technician,12,2,1,NULL,1,1,1,1,7,7,6,6,6,7,6,5,7,7,6,NULL,6,6,6,6,6,6,6,6,6,6,6,2,1,1
hcw_8991,578,Uganda,23,1,3,NULL,NULL,3,Mid Northern,2,6,NULL,11,1,1,NULL,1,1,1,1,6,2,1,1,1,7,6,6,6,7,6,NULL,6,6,6,7,6,6,7,7,6,6,6,1,1,1
hcw_8992,579,Uganda,23,1,3,NULL,NULL,3,Mid Northern,2,6,NULL,11,1,1,NULL,1,1,1,1,6,2,1,1,1,7,6,6,6,7,6,NULL,6,6,6,7,6,6,7,7,6,6,6,1,1,1
hcw_8993,580,Uganda,26,1,1,NULL,NULL,5,Mid Northern,1,5,NULL,8,1,1,NULL,1,1,1,1,6,5,6,7,7,7,7,7,1,7,7,6,7,5,6,7,7,6,7,7,1,6,6,1,1,1
hcw_8994,581,Uganda,25,1,8,NULL,NULL,7,Kampala,1,9,NULL,12,NULL,6,NULL,2,2,2,2,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5
hcw_8995,582,Uganda,31,1,3,NULL,NULL,5,Mid Northern,2,5,NULL,4,2,1,NULL,2,2,1,1,2,5,2,6,6,7,6,2,2,6,6,1,2,5,6,7,6,5,1,1,6,1,6,5,1,1
hcw_8996,583,Uganda,31,2,8,NULL,NULL,2,Mid Northern,1,2,NULL,1,NULL,2,NULL,2,2,1,2,1,2,5,4,4,4,4,5,5,7,6,4,1,1,3,4,3,4,7,7,7,7,3,6,4,5
hcw_8997,584,Uganda,32,2,3,NULL,NULL,1,Mid Northern,1,7,Laboratory scientist,10,1,1,NULL,1,1,1,1,6,6,7,7,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2
hcw_8998,585,Uganda,35,2,3,NULL,NULL,1,Mid Northern,1,7,Laboratory Technician,10,1,1,NULL,1,1,1,1,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,2,2
hcw_8999,586,Uganda,25,1,2,NULL,NULL,2,Mid Northern,1,6,NULL,8,1,1,NULL,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,2,2
hcw_9000,587,Uganda,38,1,3,NULL,NULL,3,Central 1,1,9,NULL,12,NULL,1,NULL,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,7,2,2,1,1,1,1,2,1,2,5,2,1,1
hcw_9001,588,Uganda,24,1,2,NULL,NULL,6,Central 1,1,10,NULL,12,1,2,NULL,1,2,1,1,3,2,6,2,1,6,2,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,2,6,6,6
hcw_9002,589,Uganda,27,1,3,NULL,NULL,6,Central 1,2,6,NULL,1,1,1,NULL,3,2,3,3,1,1,5,1,6,6,5,6,6,7,5,5,1,1,4,7,7,1,7,7,7,7,7,4,4,4
hcw_9003,590,Uganda,24,2,1,NULL,NULL,6,Central 1,1,6,NULL,1,1,1,NULL,1,2,1,1,5,4,6,6,6,6,7,6,5,6,6,4,5,4,5,6,6,5,6,6,5,5,4,4,4,4
hcw_9004,591,Uganda,36,1,2,NULL,NULL,4,Central 1,1,9,NULL,1,1,3,NULL,2,2,2,2,1,1,1,1,1,5,6,7,1,7,5,2,7,1,6,1,1,2,1,1,1,2,5,5,6,6
hcw_9005,592,Uganda,21,1,1,NULL,NULL,1,Central 1,1,6,NULL,6,1,5,NULL,3,2,1,2,1,1,1,1,6,5,7,7,1,7,6,6,6,7,7,7,7,7,7,7,5,7,7,6,5,5
hcw_9006,593,Uganda,28,1,1,NULL,NULL,6,Central 1,1,10,NULL,12,NULL,1,NULL,2,2,1,2,6,5,5,6,6,6,1,6,6,6,6,6,2,1,6,1,6,1,6,6,6,6,6,6,1,5
hcw_9007,594,Uganda,34,2,2,NULL,NULL,2,Central 1,1,9,NULL,12,NULL,6,NULL,3,3,3,3,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1
hcw_9008,595,Uganda,22,2,1,NULL,NULL,6,Central 1,1,10,NULL,12,1,1,NULL,2,2,1,1,2,1,7,7,6,7,7,7,6,7,7,6,2,2,6,7,7,6,6,6,2,1,1,5,5,1
hcw_9009,596,Uganda,30,1,3,NULL,NULL,3,Central 1,1,9,NULL,1,1,1,NULL,2,2,1,2,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5
hcw_9010,597,Uganda,18,1,1,NULL,NULL,6,Central 1,1,10,NULL,12,NULL,1,NULL,2,2,2,2,7,7,1,2,3,7,7,7,2,7,7,7,7,1,7,7,7,7,7,7,7,6,7,5,2,2
hcw_9011,598,Uganda,28,1,1,NULL,NULL,6,Central 1,1,5,NULL,8,1,1,NULL,2,2,1,1,1,1,6,6,7,7,6,7,6,7,4,1,1,6,6,7,6,1,7,7,6,7,6,4,4,4
hcw_9012,599,Uganda,45,1,5,NULL,NULL,3,Central 1,1,9,NULL,1,1,1,NULL,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,NULL,6,7,7,7,7,7,7,7,7,7,7,1,5,1
hcw_9013,600,Uganda,32,2,3,NULL,NULL,3,Central 1,1,6,NULL,1,1,1,NULL,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2
hcw_9014,601,Uganda,28,1,1,NULL,NULL,6,Mid Northern,1,6,NULL,1,1,1,NULL,2,2,1,2,6,2,6,6,6,7,6,6,6,7,6,NULL,6,6,6,7,6,6,7,7,6,6,6,1,1,1
hcw_9015,602,Uganda,24,2,1,NULL,NULL,6,Central 1,1,7,Laboratory Technician,10,2,1,NULL,2,2,2,2,6,6,1,1,6,6,6,1,1,1,6,5,2,1,5,6,6,6,6,6,1,6,1,1,1,1
hcw_9016,603,Uganda,28,1,1,NULL,NULL,6,Mid Northern,1,6,NULL,1,1,1,NULL,2,2,1,2,6,2,6,6,6,7,6,6,6,7,6,NULL,6,6,6,7,6,6,7,7,6,6,6,1,1,1
hcw_9017,604,Uganda,24,2,1,NULL,NULL,6,Central 1,1,7,Laboratory Technician,1,1,1,NULL,2,2,2,2,6,6,1,1,6,6,6,1,1,1,6,5,2,1,5,6,6,6,6,6,1,6,1,1,1,1
hcw_9018,605,Uganda,32,2,3,NULL,NULL,3,Central 1,1,10,NULL,12,1,1,NULL,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2
hcw_9019,606,Uganda,26,1,2,NULL,NULL,1,Mid Northern,2,6,NULL,7,1,1,NULL,1,1,1,1,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5
hcw_9020,607,Uganda,28,1,7,NULL,NULL,3,Mid Northern,1,5,NULL,8,1,1,NULL,2,2,1,2,6,2,6,6,6,7,6,6,6,7,6,6,6,6,6,7,6,6,7,7,6,6,6,1,1,1
hcw_9021,608,Uganda,25,2,1,NULL,NULL,1,Central 1,1,2,NULL,1,1,2,NULL,1,2,2,2,3,3,5,5,5,6,5,5,5,7,5,4,3,3,6,7,6,6,7,7,6,6,6,5,5,4
hcw_9022,609,Uganda,52,2,3,NULL,NULL,3,Central 1,1,9,NULL,1,NULL,1,NULL,2,2,2,2,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,6,6,5
hcw_9023,610,Uganda,28,2,1,NULL,NULL,6,Central 1,1,8,NULL,10,1,1,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,6,7,7,7,7,7,7,1,1,1,1,1
hcw_9024,611,Uganda,32,2,3,NULL,NULL,3,Central 1,1,10,NULL,12,1,1,NULL,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2
hcw_9025,612,Uganda,33,2,3,NULL,NULL,3,Mid Northern,1,6,NULL,2,1,1,NULL,2,1,1,1,6,6,6,6,7,7,6,7,2,7,6,6,7,3,5,7,6,5,5,5,5,5,2,2,3,3
hcw_9026,613,Uganda,34,2,3,NULL,NULL,2,Central 1,1,7,Radiographer,12,1,1,NULL,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,7,1,1,5,1,5,1,1,1
hcw_9027,614,Uganda,26,1,1,NULL,NULL,5,Central 1,1,6,NULL,1,2,1,NULL,2,2,1,1,7,6,6,6,6,6,6,6,6,7,7,5,6,5,3,3,6,6,6,6,6,6,6,1,4,2
hcw_9028,615,Uganda,28,2,1,NULL,NULL,6,Central 1,1,2,NULL,1,1,3,NULL,2,2,1,1,5,3,7,6,6,6,3,6,3,6,6,2,6,1,2,6,6,2,6,2,1,7,7,5,2,2
hcw_9029,616,Uganda,26,1,1,NULL,NULL,2,Mid Northern,1,5,NULL,8,1,1,NULL,1,2,1,1,5,7,6,6,7,6,7,7,1,7,6,7,7,6,7,7,7,7,6,7,1,7,6,1,1,5
hcw_9030,617,Uganda,28,2,1,NULL,NULL,6,Central 1,1,7,Laboratory assistant ,10,1,1,NULL,2,2,2,2,2,2,5,5,5,2,2,3,5,6,2,2,1,1,6,6,6,2,6,6,6,6,6,6,6,6
hcw_9031,618,Uganda,29,1,3,NULL,NULL,2,Central 1,1,6,NULL,1,2,1,NULL,2,1,2,1,1,2,3,7,6,6,6,7,1,7,6,3,1,1,6,7,6,5,7,7,2,6,2,6,1,1
hcw_9032,619,Uganda,28,1,2,NULL,NULL,1,Central 1,1,9,NULL,12,1,1,NULL,2,2,2,2,7,7,6,6,6,6,6,6,5,6,6,5,6,2,7,7,6,7,7,7,7,7,7,1,1,1
hcw_9033,620,Uganda,24,1,1,NULL,NULL,6,Central 1,1,5,NULL,8,1,1,NULL,1,2,2,2,6,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,6
hcw_9034,621,Uganda,38,2,3,NULL,NULL,2,Central 1,1,6,NULL,10,2,2,NULL,1,2,1,1,1,1,6,6,2,6,2,6,2,7,6,1,2,1,7,7,6,6,6,6,5,2,2,6,6,5
hcw_9035,622,Uganda,21,1,1,NULL,NULL,7,Central 1,1,5,NULL,8,1,1,NULL,2,2,3,1,2,2,5,7,2,5,6,6,6,6,7,6,1,2,7,7,7,7,7,7,5,4,4,6,3,3
hcw_9036,623,Uganda,38,2,3,NULL,NULL,2,Central 1,1,10,NULL,10,2,2,NULL,1,1,1,1,2,2,6,5,6,6,2,6,5,7,6,2,2,1,6,7,6,6,6,6,5,2,1,6,6,4
hcw_9037,624,Uganda,30,2,1,NULL,NULL,6,Central 1,1,7,Radiographer,1,1,1,NULL,1,1,1,1,5,5,4,5,5,7,3,7,4,7,5,5,1,1,6,7,7,4,7,4,1,7,4,4,3,1
hcw_9038,625,Uganda,28,2,2,NULL,NULL,6,Central 1,1,7,Clinical officer,1,1,1,NULL,3,2,3,3,1,1,1,6,3,7,2,6,1,7,2,1,1,1,7,7,7,6,7,7,4,6,7,1,1,1
hcw_9039,626,Uganda,25,1,3,NULL,NULL,3,Mid Northern,1,5,NULL,8,1,1,NULL,1,2,2,2,1,1,1,5,5,5,1,5,4,7,6,2,1,1,5,7,5,4,7,7,5,7,3,2,2,2
hcw_9040,627,Uganda,28,2,1,NULL,NULL,6,Central 1,1,8,NULL,10,1,1,NULL,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,6,7,7,7,7,7,7,1,1,1,1,1
hcw_9041,628,Uganda,30,1,1,NULL,NULL,5,Mid Northern,2,1,NULL,1,1,2,NULL,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hcw_9042,629,Uganda,25,2,1,NULL,NULL,6,Mid Northern,1,6,NULL,12,1,1,NULL,2,2,1,2,1,1,1,6,6,2,2,1,7,7,6,2,2,4,5,6,6,2,7,7,6,7,2,6,6,6
hcw_9043,630,Uganda,23,1,1,NULL,NULL,6,Central 2,1,5,NULL,8,2,1,NULL,1,1,1,3,6,5,5,5,7,5,7,7,6,6,5,6,5,5,5,6,5,5,6,6,4,4,6,3,3,3
hcw_9044,631,Uganda,23,1,1,NULL,NULL,6,Central 2,1,5,NULL,8,2,1,NULL,1,1,1,3,6,5,5,5,7,5,7,7,6,6,5,6,5,5,5,6,5,5,6,6,4,4,6,3,3,3
hcw_9045,632,Uganda,23,1,1,NULL,NULL,6,Central 2,1,5,NULL,8,2,1,NULL,1,1,1,3,6,5,5,5,7,5,7,7,6,6,5,6,5,5,5,6,5,5,6,6,4,4,6,3,3,3
hcw_9046,633,Uganda,34,2,3,NULL,NULL,2,Central 1,1,5,NULL,1,1,1,NULL,2,2,2,2,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,1,1,1
hcw_9047,634,Uganda,31,1,1,NULL,NULL,6,Kampala,1,9,NULL,1,1,1,NULL,2,1,1,1,3,3,7,6,7,7,7,7,5,7,7,7,2,6,7,7,7,7,7,7,7,7,7,4,1,1
hcw_9048,635,Uganda,47,2,3,NULL,NULL,3,Kampala,1,2,NULL,1,2,1,NULL,1,2,1,1,4,3,6,6,4,5,4,5,5,5,4,4,3,3,4,6,5,4,7,7,6,7,3,6,5,5
hcw_9049,636,Uganda,25,1,1,NULL,NULL,6,Central 1,1,7,Laboratory Technician,1,1,2,NULL,2,2,2,2,4,4,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1
hcw_9050,637,Uganda,60,2,3,NULL,NULL,1,Kampala,1,7,None,10,1,1,NULL,3,1,1,3,1,1,7,7,7,7,6,7,1,7,6,6,2,6,6,7,7,6,7,7,5,7,2,6,1,1
hcw_9051,638,Uganda,35,1,3,NULL,NULL,1,Kampala,2,10,NULL,12,1,6,NULL,1,2,1,2,6,2,6,6,6,7,6,6,6,7,6,NULL,6,6,6,7,6,6,7,7,6,6,6,1,1,1
hcw_9052,639,Uganda,25,1,1,NULL,NULL,5,Kampala,1,10,NULL,12,1,1,NULL,2,2,1,2,2,2,6,6,6,6,6,6,1,6,6,5,1,6,7,7,6,6,6,6,6,6,6,4,1,1
hcw_9053,640,Uganda,35,1,3,NULL,NULL,6,Kampala,1,9,NULL,1,1,1,NULL,2,2,2,2,3,3,6,6,5,6,5,7,6,5,2,3,2,5,6,7,7,7,7,7,7,6,5,1,1,1
hcw_9054,641,Uganda,34,2,3,NULL,NULL,2,Kampala,1,9,NULL,1,1,1,NULL,2,2,1,2,6,1,6,6,7,7,7,7,7,6,7,6,6,7,7,7,7,7,7,7,7,7,6,5,5,5
hcw_9055,642,Uganda,28,1,3,NULL,NULL,1,Kampala,1,10,NULL,12,1,1,NULL,2,2,3,2,6,5,4,5,6,6,5,7,1,7,6,5,1,4,6,7,7,4,7,7,3,3,6,5,2,2
hcw_9056,643,Uganda,28,1,3,NULL,NULL,1,Kampala,1,10,NULL,12,1,1,NULL,2,2,3,2,6,5,4,5,6,6,5,7,1,7,6,5,1,4,6,7,7,4,7,7,3,3,6,5,2,2
hcw_9057,644,Uganda,34,2,3,NULL,NULL,2,Kampala,1,9,NULL,1,1,1,NULL,2,2,1,2,6,1,6,6,7,7,7,7,7,6,7,6,6,7,7,7,7,7,7,7,7,7,6,5,5,5
hcw_9058,645,Uganda,32,1,3,NULL,NULL,4,Kampala,1,3,NULL,1,1,1,NULL,2,2,3,2,2,2,6,6,6,6,3,6,1,7,7,2,1,6,6,7,7,6,6,6,6,6,6,6,6,1
hcw_9059,646,Uganda,28,1,3,NULL,NULL,1,Kampala,1,10,NULL,12,1,1,NULL,2,2,3,2,6,5,4,5,6,6,5,7,1,7,6,5,1,4,6,7,7,4,7,7,3,3,6,5,2,2
hcw_9060,647,Uganda,28,1,3,NULL,NULL,1,Kampala,1,10,NULL,12,1,1,NULL,2,2,3,2,6,5,4,5,6,6,5,7,1,7,6,5,1,4,6,7,7,4,7,7,3,3,6,5,2,2
hcw_9061,648,Uganda,26,1,3,NULL,NULL,2,Kampala,1,5,NULL,1,1,1,NULL,2,2,1,2,4,4,4,1,2,1,4,1,1,1,1,1,4,1,1,1,6,1,1,1,4,1,1,4,1,1
