cid,record_id,Country,age,gender,marital,educ,educ_other,child_dependants,Regions,healthtype_2,role,role_other,healthtype,If_Yes,jobrole,train_years,experience_1,experience_2,experience_3,experience_4,service_demand_1,service_demand_2,skills_1,skills_2,skills_3,belief,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,social_influence_1,social_influence_2,social_influence_3,social_influence_4,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,trust_1,trust_2,trust_3
hcw_9182,769,Uganda,29,1,2,NULL,NULL,3,Central 1,2,8,NULL,2,1,6,NULL,2,2,1,2,7,6,6,7,2,2,6,2,6,6,2,6,2,6,6,6,6,6,7,6,6,6,1,1,2,1
hcw_9183,770,Uganda,24,1,1,NULL,NULL,6,Central 1,2,8,NULL,12,1,1,NULL,2,2,1,2,2,2,1,2,7,7,7,7,2,7,2,2,2,2,5,7,7,2,7,7,7,6,6,4,6,6
hcw_9184,771,Uganda,38,1,3,NULL,NULL,3,Central 1,1,6,NULL,1,1,1,NULL,1,1,2,2,1,1,6,6,6,6,6,6,2,6,6,6,1,6,6,6,6,6,7,7,6,6,2,6,2,2
hcw_9185,772,Uganda,33,2,2,NULL,NULL,2,Central 1,2,7,None,10,1,1,NULL,1,1,1,1,6,2,6,6,6,6,6,6,6,6,6,2,6,2,6,6,6,6,6,6,6,6,2,6,6,6
hcw_9186,773,Uganda,24,1,1,NULL,NULL,1,Central 1,2,5,NULL,8,1,1,NULL,2,2,2,2,1,1,1,1,2,1,6,6,2,6,2,2,2,2,5,7,6,6,6,6,6,6,6,6,6,6
hcw_9187,774,Uganda,23,1,1,NULL,NULL,6,Central 1,2,5,NULL,8,1,1,NULL,2,2,1,2,3,3,2,2,3,1,1,3,1,7,2,1,1,6,7,7,6,4,6,6,6,7,4,5,1,1
hcw_9188,775,Uganda,34,1,1,NULL,NULL,2,Central 1,2,8,NULL,1,1,1,NULL,1,2,2,2,3,3,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1
hcw_9189,776,Uganda,26,2,1,NULL,NULL,3,Central 1,1,4,NULL,1,1,1,NULL,2,2,2,2,2,2,6,6,6,6,3,5,2,6,6,6,2,6,6,6,6,6,6,6,5,6,5,6,2,2
hcw_9190,777,Uganda,27,1,3,NULL,NULL,2,Central 1,2,10,NULL,8,1,1,NULL,2,2,1,2,2,2,4,3,2,7,6,5,5,7,7,5,5,5,7,7,7,5,7,7,6,5,5,4,1,1
hcw_9191,778,Uganda,30,2,3,NULL,NULL,1,Central 1,2,8,NULL,12,1,1,NULL,1,2,2,2,1,1,3,3,3,1,1,3,3,1,1,2,1,1,1,2,2,1,3,1,2,2,1,3,3,1
hcw_9192,779,Uganda,21,1,1,NULL,NULL,7,Central 1,2,7,Laboratory Technician,2,1,1,NULL,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1
hcw_9193,780,Uganda,21,1,1,NULL,NULL,7,Central 1,2,7,Clinical officer,2,1,1,NULL,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1
hcw_9194,781,Uganda,38,2,3,NULL,NULL,2,Central 1,2,7,Laboratory technologist,1,1,1,NULL,2,2,2,2,1,1,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6
hcw_9195,782,Uganda,22,2,1,NULL,NULL,6,Central 1,2,10,NULL,12,NULL,1,NULL,2,2,1,2,1,1,6,6,4,2,1,5,1,6,7,1,1,5,6,6,6,6,6,6,6,7,4,6,5,1
hcw_9196,783,Uganda,25,1,1,NULL,NULL,1,Central 1,1,5,NULL,8,1,1,NULL,1,2,2,2,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1
hcw_9197,784,Uganda,25,2,1,NULL,NULL,6,Central 1,1,2,NULL,1,1,1,NULL,2,1,3,3,5,5,5,6,3,1,6,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,5,1,1
hcw_9198,785,Uganda,35,2,3,NULL,NULL,6,Central 1,2,9,NULL,1,1,1,NULL,3,3,1,3,3,2,6,5,6,6,6,6,5,6,5,2,2,5,7,7,7,1,7,7,1,6,7,6,6,1
hcw_9199,786,Uganda,26,2,1,NULL,NULL,6,Central 1,1,7,Laboratory Technician,10,1,1,NULL,3,2,2,2,1,1,5,4,6,5,7,7,6,6,4,3,1,1,5,7,5,4,7,1,6,7,5,6,6,6
hcw_9200,787,Uganda,21,1,1,NULL,NULL,7,Kampala,2,10,NULL,1,NULL,5,NULL,2,2,2,2,4,1,6,2,1,7,5,6,1,7,6,7,7,2,5,7,7,2,5,6,6,1,2,3,5,2
hcw_9201,788,Uganda,28,1,1,NULL,NULL,6,Kampala,1,8,NULL,12,NULL,1,NULL,2,2,1,2,4,4,2,4,6,6,4,7,4,6,6,4,4,4,4,7,6,3,6,6,7,7,7,3,5,5
hcw_9202,789,Uganda,61,2,1,NULL,NULL,3,Central 1,1,2,NULL,1,1,1,NULL,2,2,2,2,1,1,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6
hcw_9203,790,Uganda,31,2,1,NULL,NULL,2,Central 1,1,6,NULL,1,1,1,NULL,2,2,2,2,4,4,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,6,6,6
hcw_9204,791,Uganda,31,2,1,NULL,NULL,2,Central 1,1,6,NULL,1,1,1,NULL,2,2,2,2,4,4,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,6,6,6
hcw_9205,792,Uganda,25,2,3,NULL,NULL,1,Kampala,1,4,NULL,1,3,2,NULL,2,1,1,1,1,1,7,7,7,7,6,6,6,7,7,7,7,7,6,6,6,6,7,7,7,7,7,6,1,1
hcw_9206,793,Uganda,40,2,3,NULL,NULL,2,Kampala,1,9,NULL,1,1,1,NULL,2,1,1,2,5,5,6,5,5,6,6,6,2,6,6,4,5,5,6,6,6,6,6,6,4,6,5,5,2,1
hcw_9207,794,Uganda,60,2,3,NULL,NULL,5,Kampala,1,7,Clinical officer,6,1,1,NULL,2,2,2,2,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,6,6,6,5,5
hcw_9208,795,Uganda,30,1,2,NULL,NULL,1,Kampala,1,6,NULL,2,1,1,NULL,1,2,1,2,1,1,1,1,1,1,1,1,1,1,6,6,3,3,1,6,6,1,6,6,1,6,2,1,1,1
hcw_9209,796,Uganda,42,2,2,NULL,NULL,4,Kampala,1,8,NULL,1,1,1,NULL,2,1,1,2,1,1,7,7,7,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,6,6,6
hcw_9210,797,Uganda,34,1,1,NULL,NULL,6,Kampala,1,7,Laboratory Technician,10,2,1,NULL,1,2,1,2,5,5,6,7,7,5,5,7,1,7,7,6,1,5,7,7,5,1,7,7,6,7,6,5,5,5
hcw_9211,798,Uganda,25,1,8,NULL,NULL,1,Kampala,2,5,NULL,8,2,1,NULL,1,2,1,1,3,5,6,6,5,6,6,7,2,7,6,6,6,5,7,7,7,5,7,7,5,7,5,5,1,1
hcw_9212,799,Uganda,53,1,8,NULL,NULL,3,Kampala,1,6,NULL,12,1,1,NULL,1,1,1,1,2,2,7,7,6,6,5,6,6,6,6,6,6,6,7,6,7,7,7,7,2,6,6,2,2,2
hcw_9213,800,Uganda,29,1,3,NULL,NULL,2,Kampala,1,9,NULL,1,1,1,NULL,2,2,2,2,1,1,6,6,6,6,6,6,5,6,6,2,2,6,6,6,6,6,7,7,7,1,6,6,1,1
hcw_9214,801,Uganda,38,2,3,NULL,NULL,4,Kampala,1,3,NULL,12,1,2,NULL,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,1,1,1
hcw_9215,802,Uganda,26,1,1,NULL,NULL,1,Kampala,1,3,NULL,1,1,1,NULL,2,2,2,2,2,3,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,6,6,6,6,6,6,6
hcw_9216,803,Uganda,28,1,1,NULL,NULL,6,Kampala,1,3,NULL,1,1,1,NULL,2,2,2,2,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5
hcw_9217,804,Uganda,28,1,1,NULL,NULL,6,Kampala,1,3,NULL,1,1,1,NULL,2,2,2,2,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5
hcw_9218,805,Uganda,28,1,1,NULL,NULL,6,Kampala,1,3,NULL,1,1,1,NULL,2,2,2,2,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5
hcw_9219,806,Uganda,41,2,2,NULL,NULL,3,Kampala,1,2,NULL,1,1,1,NULL,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,2,2,2
hcw_9220,807,Uganda,24,1,3,NULL,NULL,1,Kampala,1,10,NULL,12,1,1,NULL,1,2,2,2,3,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1
hcw_9221,808,Uganda,47,2,3,NULL,NULL,4,Kampala,1,7,Clinical officer,1,1,2,NULL,1,2,1,1,2,2,2,6,2,1,2,6,2,1,2,2,2,2,6,1,2,7,6,6,2,7,6,3,1,1
hcw_9222,809,Uganda,44,1,3,NULL,NULL,4,Kampala,1,10,NULL,12,1,1,NULL,1,1,1,1,4,1,5,5,7,7,7,7,5,7,6,6,6,7,7,7,7,7,7,7,1,7,3,5,5,5
hcw_9223,810,Uganda,33,1,3,NULL,NULL,3,Kampala,1,7,Laboratory Technician,1,1,1,NULL,2,2,2,2,2,1,7,7,6,7,7,7,7,7,6,7,1,7,7,7,7,6,6,6,6,6,6,6,6,6
hcw_9224,811,Uganda,29,2,2,NULL,NULL,1,Kampala,1,7,Laboratory Technician,1,1,1,NULL,2,2,1,2,6,6,5,6,7,7,7,7,4,7,7,7,1,4,7,7,7,7,7,7,4,7,7,5,6,6
hcw_9225,812,Uganda,23,1,1,NULL,NULL,6,Kampala,1,6,NULL,1,1,1,NULL,2,2,2,2,2,6,6,2,7,7,7,7,2,7,5,6,2,2,7,7,7,6,7,7,2,1,1,5,2,1
hcw_9226,813,Uganda,27,2,1,NULL,NULL,6,Mid Eastern,1,8,NULL,1,1,2,NULL,2,2,2,2,5,5,6,5,6,6,5,6,2,6,6,5,6,6,6,6,6,6,6,6,6,6,6,3,1,1
hcw_9227,814,Uganda,35,1,3,NULL,NULL,3,Mid Eastern,1,9,NULL,12,NULL,1,NULL,2,2,1,1,7,7,6,6,3,7,6,6,2,7,6,6,6,5,6,7,6,6,7,7,6,6,7,2,2,1
hcw_9228,815,Uganda,24,1,1,NULL,NULL,6,Kampala,1,5,NULL,8,1,1,NULL,2,2,2,2,1,1,5,5,6,7,7,7,1,7,7,7,1,7,7,7,7,7,7,7,5,2,2,6,6,6
hcw_9229,816,Uganda,34,1,3,NULL,NULL,5,Mid Eastern,1,10,NULL,1,NULL,1,NULL,1,1,1,1,6,5,6,6,6,6,6,6,2,6,6,6,5,6,6,6,6,5,2,2,2,6,6,3,1,1
hcw_9230,817,Uganda,34,1,1,NULL,NULL,2,Mid Eastern,1,8,NULL,12,1,1,NULL,2,2,1,2,5,5,2,1,1,1,1,1,7,7,7,7,2,4,7,7,7,2,6,6,6,1,7,4,1,1
hcw_9231,818,Uganda,25,1,1,NULL,NULL,6,Mid Eastern,1,10,NULL,10,1,1,NULL,2,1,1,2,2,2,2,6,2,5,2,6,2,6,5,5,5,2,6,6,5,2,6,6,6,2,2,6,6,5
hcw_9232,819,Uganda,27,1,1,NULL,NULL,1,Mid Eastern,1,10,NULL,12,NULL,1,NULL,2,1,1,1,5,5,5,5,7,7,7,7,7,7,7,7,2,7,6,7,7,2,7,7,7,2,2,1,1,1
hcw_9233,820,Uganda,23,1,1,NULL,NULL,6,Kampala,1,7,Laboratory Technician,1,1,1,NULL,2,2,2,2,1,1,1,1,1,6,7,7,7,7,1,1,1,1,7,7,7,7,7,7,1,7,2,6,6,6
hcw_9234,821,Uganda,23,1,1,NULL,NULL,6,Kampala,1,7,Laboratory Technician,1,1,1,NULL,2,2,2,2,1,1,1,1,1,6,7,7,7,7,1,1,1,1,7,7,7,7,7,7,1,7,2,6,6,6
hcw_9235,822,Uganda,25,2,1,NULL,NULL,6,Mid Eastern,1,7,None,1,1,1,NULL,1,3,1,1,1,2,5,6,6,6,5,6,2,7,5,6,1,5,6,7,6,4,7,2,6,6,6,6,6,1
hcw_9236,823,Uganda,25,1,1,NULL,NULL,1,Mid Eastern,1,6,NULL,1,1,1,NULL,1,1,1,1,5,5,7,7,7,7,7,7,2,7,7,7,5,6,7,7,7,7,7,7,1,7,7,6,6,5
hcw_9237,824,Uganda,25,1,1,NULL,NULL,1,Mid Eastern,1,6,NULL,1,1,1,NULL,1,1,1,1,5,5,7,7,7,7,7,7,2,7,7,7,5,6,7,7,7,7,7,7,1,7,7,6,6,5
hcw_9238,825,Uganda,32,2,3,NULL,NULL,1,Mid Eastern,1,6,NULL,12,1,1,NULL,1,1,2,1,2,2,5,5,5,6,2,7,3,7,2,2,1,5,3,7,5,3,7,7,3,1,7,6,5,5
hcw_9239,826,Uganda,50,2,3,NULL,NULL,5,Mid Eastern,1,9,NULL,1,NULL,1,NULL,2,2,1,2,1,2,3,2,6,6,6,6,2,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,2,2
hcw_9240,827,Uganda,28,1,3,NULL,NULL,1,Mid Eastern,1,5,NULL,8,1,1,NULL,1,1,1,2,5,5,2,1,1,1,1,1,7,7,7,7,2,4,7,7,7,2,7,7,2,1,1,6,5,6
hcw_9241,828,Uganda,30,1,2,NULL,NULL,1,Mid Eastern,1,6,NULL,4,1,1,NULL,2,2,2,2,1,1,3,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1
hcw_9242,829,Uganda,24,1,1,NULL,NULL,6,Kampala,1,5,NULL,8,1,2,NULL,2,2,2,2,1,2,2,6,6,6,6,6,6,6,6,5,1,2,7,7,6,2,6,6,6,6,6,6,1,1
hcw_9243,830,Uganda,44,1,3,NULL,NULL,4,Mid Eastern,1,10,NULL,12,1,1,NULL,2,1,1,2,2,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,1,7,7,7,1,1,1,1,1
hcw_9244,831,Uganda,24,1,1,NULL,NULL,1,Mid Eastern,1,9,NULL,1,1,1,NULL,2,1,2,2,2,2,5,6,6,6,5,6,5,7,6,6,2,5,6,7,6,5,6,6,6,5,6,6,5,2
hcw_9245,832,Uganda,43,2,3,NULL,NULL,5,Mid Eastern,1,10,NULL,1,NULL,1,NULL,2,2,1,2,1,1,6,6,6,6,6,6,2,6,6,6,5,6,6,6,6,2,2,2,1,6,6,6,6,1
hcw_9246,833,Uganda,23,1,1,NULL,NULL,6,Mid Eastern,1,5,NULL,3,1,1,NULL,2,2,2,2,7,7,7,7,6,7,7,7,6,7,7,7,2,7,7,7,7,5,7,7,7,7,1,1,1,1
hcw_9247,834,Uganda,29,2,3,NULL,NULL,1,Mid Eastern,1,6,NULL,1,2,1,NULL,1,1,2,2,6,6,5,7,7,7,5,5,2,7,6,3,4,7,6,7,7,5,7,7,1,7,6,2,1,2
hcw_9248,835,Uganda,28,1,1,NULL,NULL,1,Mid Eastern,1,5,NULL,8,1,1,NULL,1,1,1,1,6,5,6,7,6,7,7,7,2,7,7,7,7,7,7,6,7,7,7,7,2,2,6,6,6,5
hcw_9249,836,Uganda,30,1,2,NULL,NULL,3,Mid Eastern,1,10,NULL,12,NULL,1,NULL,2,2,1,2,4,4,1,1,1,2,2,1,3,6,5,2,1,5,5,6,6,5,7,7,7,1,1,3,3,3
hcw_9250,837,Uganda,30,1,2,NULL,NULL,3,Mid Eastern,1,10,NULL,12,NULL,1,NULL,2,2,1,2,4,4,1,1,1,2,2,1,3,6,5,2,1,5,5,6,6,5,7,7,7,1,1,3,3,3
hcw_9251,838,Uganda,23,1,1,NULL,NULL,6,Mid Eastern,1,5,NULL,3,1,1,NULL,2,2,2,2,7,7,7,7,6,7,7,7,6,7,7,7,2,7,7,7,7,5,7,7,7,7,1,1,1,1
hcw_9252,839,Uganda,24,2,1,NULL,NULL,2,Mid Eastern,1,2,NULL,8,1,5,NULL,2,2,1,2,1,3,1,1,1,1,3,1,1,1,1,1,3,3,7,7,7,7,7,7,7,7,6,2,1,1
hcw_9253,840,Uganda,27,2,1,NULL,NULL,6,Mid Eastern,1,10,NULL,10,1,1,NULL,1,2,2,2,7,7,6,3,1,1,2,6,4,6,6,5,2,7,7,7,6,6,5,5,7,7,2,4,6,5
hcw_9254,841,Uganda,34,1,3,NULL,NULL,1,Kampala,1,9,NULL,1,1,1,NULL,2,2,2,2,2,2,5,5,5,7,7,7,7,7,6,6,6,6,6,6,5,5,7,7,7,7,7,6,6,6
hcw_9255,842,Uganda,29,2,3,NULL,NULL,6,Kampala,1,9,NULL,1,1,1,NULL,2,1,2,2,4,4,5,6,6,6,6,7,3,7,6,6,2,5,6,7,7,3,5,5,1,7,6,5,2,1
hcw_9256,843,Uganda,25,2,1,NULL,NULL,6,Kampala,1,7,Laboratory assistant ,1,1,1,NULL,2,2,2,2,5,5,7,7,7,7,5,7,6,7,7,5,1,1,7,7,7,2,7,7,1,1,1,1,5,1
hcw_9257,844,Uganda,24,1,1,NULL,NULL,6,Kampala,1,5,NULL,1,1,1,NULL,2,2,3,2,3,3,7,6,7,7,7,7,6,6,7,6,2,5,5,7,7,6,6,6,2,6,6,1,1,1
hcw_9258,845,Uganda,26,2,1,NULL,NULL,6,Central 1,1,10,NULL,12,NULL,1,NULL,2,2,1,2,7,6,7,7,6,7,7,7,5,7,6,5,7,7,4,7,6,7,7,7,5,7,5,1,1,2
hcw_9259,846,Uganda,26,2,1,NULL,NULL,1,Kampala,2,10,NULL,12,NULL,1,NULL,2,2,1,2,7,7,7,7,1,7,7,7,7,7,7,5,7,7,7,7,7,5,7,7,6,7,7,1,1,1
hcw_9260,847,Uganda,25,2,1,NULL,NULL,1,Central 2,2,10,NULL,12,1,1,NULL,1,2,2,2,2,2,2,6,6,6,3,6,6,6,2,2,1,2,5,6,5,6,6,7,6,1,2,6,6,4
hcw_9261,848,Uganda,30,2,3,NULL,NULL,6,Central 2,1,8,NULL,12,NULL,1,NULL,3,2,2,2,7,6,6,6,6,6,7,6,2,5,6,2,6,6,2,6,6,2,6,6,6,6,1,2,5,2
hcw_9262,849,Uganda,24,1,1,NULL,NULL,6,Central 1,2,10,NULL,12,1,1,NULL,2,2,1,2,6,1,1,6,6,6,7,7,2,7,6,6,6,5,6,7,7,6,7,7,2,7,1,2,5,2
hcw_9263,850,Uganda,25,1,1,NULL,NULL,3,Central 2,2,8,NULL,12,1,1,NULL,2,2,1,2,6,5,4,4,5,5,4,5,5,1,1,1,7,7,7,7,7,7,1,1,1,7,7,1,3,2
hcw_9264,851,Uganda,30,2,1,NULL,NULL,6,Central 1,1,10,NULL,1,NULL,1,NULL,2,2,2,2,2,2,6,5,2,6,7,6,6,7,6,7,6,7,6,7,7,6,6,6,7,6,6,5,5,2
hcw_9265,852,Uganda,26,2,1,NULL,NULL,6,Central 2,2,10,NULL,12,NULL,1,NULL,2,2,2,2,2,2,6,6,6,6,6,6,5,7,6,3,1,2,6,6,7,5,7,7,2,7,7,1,1,1
hcw_9266,853,Uganda,26,2,2,NULL,NULL,6,Central 1,2,10,NULL,12,NULL,1,NULL,1,2,1,2,4,1,6,6,6,7,1,7,7,7,6,7,1,1,1,7,7,1,7,7,7,7,7,6,1,1
hcw_9267,854,Uganda,32,2,3,NULL,NULL,1,Central 1,2,10,NULL,12,NULL,1,NULL,1,1,3,3,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6
hcw_9268,855,Uganda,23,1,1,NULL,NULL,6,Central 1,2,10,NULL,12,NULL,1,NULL,1,2,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,3,3,1,4,1,2,2,3,3,3
hcw_9269,856,Uganda,30,1,2,NULL,NULL,6,Central 2,2,10,NULL,12,NULL,1,NULL,2,2,1,2,4,4,2,2,5,6,2,4,3,6,5,2,6,6,5,6,6,4,6,6,5,6,6,4,2,4
hcw_9270,857,Uganda,30,1,2,NULL,NULL,6,Central 2,2,10,NULL,12,NULL,1,NULL,2,2,1,2,4,4,2,2,5,6,2,4,3,6,5,2,6,6,5,6,6,4,6,6,5,6,6,4,2,4
hcw_9271,858,Uganda,25,1,1,NULL,NULL,6,Central 2,2,10,NULL,12,2,1,NULL,2,2,1,2,6,7,6,7,6,6,6,5,6,6,7,5,2,5,6,7,7,6,6,6,5,6,5,2,1,1
hcw_9272,859,Uganda,26,2,1,NULL,NULL,2,Central 2,1,6,NULL,4,2,1,NULL,2,2,2,2,6,4,7,7,7,7,7,7,7,7,7,3,3,4,7,7,7,7,7,7,6,6,7,5,1,1
hcw_9273,860,Uganda,24,2,4,NULL,NULL,6,Mid Northern,2,4,NULL,4,1,1,NULL,2,2,1,1,1,1,2,1,7,7,5,6,1,7,6,4,5,4,5,7,5,2,7,6,1,7,3,5,5,2
hcw_9274,861,Uganda,28,1,3,NULL,NULL,6,Central 2,1,8,NULL,11,1,1,NULL,3,2,1,1,7,1,6,7,6,7,7,7,6,7,6,7,6,6,7,7,6,7,6,6,2,2,2,1,1,1
hcw_9275,862,Uganda,28,1,2,NULL,NULL,7,Central 2,2,10,NULL,12,NULL,6,NULL,2,2,1,2,7,6,6,7,6,6,7,6,6,7,7,6,4,7,6,6,7,7,6,6,3,5,5,1,2,2
hcw_9276,863,Uganda,29,2,2,NULL,NULL,3,Central 2,2,8,NULL,1,NULL,1,NULL,2,2,1,1,2,2,3,5,6,6,6,5,5,7,6,2,1,6,5,6,5,2,6,6,5,5,2,5,1,1
hcw_9277,864,Uganda,25,2,1,NULL,NULL,6,Central 2,2,10,NULL,12,1,1,NULL,2,2,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2
hcw_9278,865,Uganda,26,1,2,NULL,NULL,6,Central 2,2,10,NULL,12,NULL,1,NULL,2,2,2,2,5,5,7,7,7,7,7,7,5,7,7,7,1,7,7,7,6,6,7,7,7,7,7,5,2,1
hcw_9279,866,Uganda,28,2,1,NULL,NULL,2,Central 2,2,10,NULL,12,NULL,1,NULL,1,1,2,2,5,5,5,5,5,5,6,5,6,7,6,5,6,5,6,6,6,6,6,6,6,6,6,4,5,5
hcw_9280,867,Uganda,30,2,1,NULL,NULL,1,Central 2,2,10,NULL,12,NULL,1,NULL,2,2,1,2,2,2,6,6,6,6,6,7,2,6,6,5,2,7,6,7,7,6,7,7,7,7,7,5,2,2
hcw_9281,868,Uganda,26,1,2,NULL,NULL,6,Central 2,2,10,NULL,12,NULL,1,NULL,2,2,2,2,5,5,7,7,7,7,7,7,5,7,7,7,1,7,7,7,6,6,7,7,7,7,7,5,2,1
hcw_9282,869,Uganda,24,1,1,NULL,NULL,1,Central 2,1,10,NULL,12,NULL,1,NULL,2,2,2,2,6,2,5,6,7,6,2,6,5,6,2,2,1,6,6,6,7,5,7,7,7,2,3,6,6,6
hcw_9283,870,Uganda,28,2,3,NULL,NULL,1,Central 2,2,10,NULL,12,NULL,3,NULL,2,2,3,2,1,1,6,6,6,6,7,6,2,6,7,6,2,6,6,7,7,7,7,7,7,7,7,6,6,6
hcw_9284,871,Uganda,32,1,2,NULL,NULL,4,Central 2,2,8,NULL,11,1,1,NULL,2,2,1,2,7,7,6,6,7,6,7,6,5,7,7,7,7,7,7,7,7,5,7,7,2,6,5,1,1,1
hcw_9285,872,Uganda,38,2,3,NULL,NULL,2,Central 1,2,8,NULL,12,1,1,NULL,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,3,1,1,3,1,3,1,3,1,1,1
hcw_9286,873,Uganda,27,1,1,NULL,NULL,6,Central 2,2,10,NULL,12,NULL,1,NULL,2,2,1,2,2,5,6,6,6,6,6,6,6,6,6,2,6,6,6,6,2,2,6,6,5,7,7,6,2,6
hcw_9287,874,Uganda,24,1,1,NULL,NULL,6,Central 2,1,10,NULL,11,NULL,1,NULL,2,2,1,2,1,2,4,5,6,7,2,5,5,6,6,2,1,2,5,7,6,5,4,7,6,5,6,6,6,5
hcw_9288,875,Uganda,23,1,1,NULL,NULL,6,Central 1,2,10,NULL,12,1,1,NULL,1,1,1,1,7,6,6,1,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,2,1,1,1
hcw_9289,876,Uganda,26,2,2,NULL,NULL,7,Central 2,1,10,NULL,11,NULL,1,NULL,1,2,1,2,2,1,2,2,2,2,1,2,2,6,2,1,1,1,7,6,7,2,7,7,7,7,6,6,6,1
hcw_9290,877,Uganda,26,1,3,NULL,NULL,6,Central 2,2,10,NULL,1,NULL,1,NULL,2,2,1,2,6,5,6,6,7,5,7,7,2,7,7,6,5,7,5,6,6,6,7,7,6,7,7,5,5,5
hcw_9291,878,Uganda,28,2,1,NULL,NULL,6,Central 2,2,6,NULL,4,2,5,NULL,2,2,1,1,7,7,7,7,7,7,7,6,6,5,7,7,7,7,7,7,7,4,7,7,6,6,6,6,6,6
hcw_9292,879,Uganda,23,2,1,NULL,NULL,3,Central 2,2,10,NULL,12,NULL,1,NULL,2,2,1,2,3,2,3,3,3,1,5,7,5,7,3,1,5,5,5,7,7,5,7,7,7,7,1,5,3,5
hcw_9293,880,Uganda,26,2,1,NULL,NULL,2,Central 2,2,8,NULL,6,2,1,NULL,2,2,1,2,2,5,2,5,2,6,3,7,2,7,5,5,6,5,5,5,5,5,6,6,5,4,3,5,5,5
hcw_9294,881,Uganda,28,1,1,NULL,NULL,6,Central 2,2,8,NULL,12,2,1,NULL,2,2,2,2,3,3,7,7,7,7,5,7,2,7,7,5,2,5,7,7,7,7,7,7,7,5,5,6,5,5
hcw_9295,882,Uganda,25,2,1,NULL,NULL,2,Central 2,1,8,NULL,12,NULL,1,NULL,2,2,1,1,3,3,5,5,3,3,3,5,3,7,3,4,4,3,5,5,4,3,7,7,6,5,3,5,4,4
hcw_9296,883,Uganda,25,1,2,NULL,NULL,1,Central 2,2,10,NULL,4,NULL,2,NULL,2,2,2,2,3,2,6,6,5,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,2,5,5,5
hcw_9297,884,Uganda,25,2,1,NULL,NULL,2,Central 2,1,8,NULL,12,NULL,1,NULL,2,2,1,1,3,3,5,5,3,3,3,5,3,7,3,4,4,3,5,5,4,3,7,7,6,5,3,5,4,4
hcw_9298,885,Uganda,28,2,1,NULL,NULL,6,Central 2,2,2,NULL,1,1,1,NULL,2,2,1,2,2,1,6,6,6,6,6,6,1,6,6,5,6,6,6,6,6,6,6,6,2,6,6,2,1,1
hcw_9299,886,Uganda,24,1,1,NULL,NULL,6,Central 2,1,10,NULL,11,NULL,1,NULL,2,2,1,2,1,1,5,2,5,7,1,5,4,7,6,6,1,5,6,7,6,5,6,7,6,6,5,1,5,4
hcw_9300,887,Uganda,28,2,2,NULL,NULL,2,Central 2,2,10,NULL,1,NULL,1,NULL,2,2,2,2,5,5,5,5,5,7,6,6,1,1,7,2,1,6,6,6,1,6,6,6,5,1,1,6,6,6
