id,d_age_i,gen,d_edu_c_o,d_marital_c_u,d_chdn_i,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,e_contact_type_c_o,e_aerosol_c_o,i_n95_c_o,i_mask_c_o,i_hand_hyg_c_o,i_gown_c_o,i_apron_c_o,i_full_suit_c_o,i_gloves_c_o,i_eye_protect_c_o,i_sing_use_eqps_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_proto_exists_c_o,s_can_access_ppe_c_o,s_has_iso_fac,s_know_cont_c_o,s_get_supp_c_o,s_coll_follow_c_o,s_expected_i_fllw_c_o,s_enco_supp_c_o,s_risk_concd_c_o,s_fam_concd_c_o,s_is_afraid_c_o,s_accept_c_o,s_my_ctrl_c_o,f_cmpt_c_o,f_hnst_c_o,f_best_int_c_o,s_cont_mge_c_o,s_ipc_skill_c_o,s_received_training,s_can_don_c_o,Country
759,27,1,2,0,0,0,0,1,1,2,0,,,,,,,,,,1,2,2,-2,2,2,2,2,2,-2,2,2,2,1,1,-2,1,0,2,2,2,2,1,2,2,Ghana
760,27,1,2,1,0,0,0,1,0,,,,,,,,,,,,1,2,2,2,2,2,-1,-2,1,-2,1,2,2,2,2,1,2,-1,-2,-2,2,-1,2,2,1,Ghana
761,27,1,0,1,0,0,0,1,1,1,,,,,,,,,,,2,2,2,-2,2,2,-1,2,-1,-1,1,2,2,2,2,-1,2,-2,-1,1,1,1,1,1,2,Ghana
762,27,1,0,1,0,0,1,1,1,3,,,,,,,,,,,1,1,1,1,2,2,1,-2,2,1,2,2,2,2,-1,1,2,1,-2,0,2,-1,1,-1,-1,Ghana
763,27,,0,2,1,0,0,1,0,,,,,,,,,,,,2,2,2,-2,2,2,2,-2,2,2,2,2,2,2,2,1,2,1,,,,-1,1,1,2,Ghana
764,27,,0,1,0,0,0,0,0,,,,,,,,,,,,1,2,2,0,2,1,-1,-2,2,-1,1,2,0,2,2,-2,2,2,-1,1,0,0,-2,-2,1,Ghana
765,27,,0,1,0,0,0,0,0,,,,,,,,,,,,2,2,1,1,2,2,-2,-2,2,-2,2,2,2,2,2,2,2,-2,-2,-2,2,2,-2,-2,2,Ghana
766,27,,0,1,0,0,0,0,2,,,,,,,,,,,,-2,-2,2,-2,2,-2,2,-2,2,-2,-1,2,1,2,2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,Ghana
767,27,,0,1,0,0,0,1,1,2,0,,,,,,,,,,2,2,2,-1,1,2,2,2,2,2,2,2,2,1,1,-2,2,-1,2,2,2,2,2,2,2,Ghana
768,27,,0,1,0,0,0,1,1,2,1,,,,,,,,,,2,2,2,-1,2,2,1,2,2,2,2,2,2,2,2,-2,2,0,2,2,2,2,1,2,2,Ghana
769,27,,0,1,0,1,0,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,Ghana
770,27,,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghana
771,27,,0,1,,0,0,1,1,3,,,,,,,,,,,1,0,2,-1,2,0,-2,0,1,0,1,2,0,1,1,0,2,-1,0,0,0,0,1,1,1,Ghana
772,27,,0,1,,1,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,,,Ghana
773,27,,0,2,2,0,0,1,0,,,,,,,,,,,,2,2,1,2,2,1,2,2,2,0,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,Ghana
774,27,,0,2,2,0,0,1,0,,,,,,,,,,,,2,2,1,2,2,2,2,2,1,0,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,Ghana
775,27,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghana
776,27,,1,1,0,0,0,0,0,,,,,,,,,,,,2,2,2,-2,2,2,1,1,1,-2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,2,Ghana
777,27,,1,1,0,0,0,1,0,,,,,,,,,,,,0,0,1,2,2,0,-2,-2,-2,-1,-1,2,2,2,2,2,-2,-2,-2,1,0,0,1,0,0,Ghana
778,27,,1,1,0,0,0,1,0,,,,,,,,,,,,-2,-1,-2,-1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,0,-1,-1,-1,0,-1,-2,0,0,-1,Ghana
779,27,,1,1,0,0,0,1,2,,,,,,,,,,,,2,-1,-2,1,1,0,-2,1,0,0,1,1,1,2,0,2,1,2,1,-1,-1,2,-2,-2,2,Ghana
780,27,,1,1,0,0,0,1,1,2,0,,,,,,,,,,-1,1,-1,0,2,1,-2,-2,-1,2,2,2,2,1,2,-1,1,1,1,-1,0,2,-1,-1,-1,Ghana
781,27,,1,1,0,0,0,1,1,2,0,,,,,,,,,,-1,1,1,1,2,-2,-2,-2,-2,-2,1,2,-2,2,2,-1,-1,-1,-2,-2,-2,-2,1,-2,2,Ghana
782,27,,1,1,0,0,0,1,1,2,0,,,,,,,,,,2,2,2,1,2,1,1,-2,1,-2,1,2,1,2,2,0,2,0,-2,2,1,-1,-2,-2,1,Ghana
783,27,,1,1,0,0,0,1,1,3,,,,,,,,,,,1,2,2,2,2,2,2,-2,1,-2,2,2,2,2,2,-2,2,2,2,2,2,-2,2,1,-2,Ghana
784,27,,1,1,0,0,2,1,2,,,,,,,,,,,,2,2,2,0,2,-1,-1,2,1,1,2,2,1,1,1,0,2,1,2,-1,0,0,0,0,1,Ghana
785,27,,1,1,0,0,1,1,1,3,,,,,,,,,,,1,1,1,0,2,-1,-1,1,1,0,0,0,0,0,1,-1,1,0,0,0,0,1,1,1,1,Ghana
786,27,,1,1,0,2,1,1,1,,,,,,,,,,,,0,1,2,1,2,2,-2,2,0,-2,1,2,1,2,2,1,2,0,1,-1,-1,1,1,0,1,Ghana
787,27,,1,1,0,1,0,1,1,2,0,,,,,,,,,,2,2,1,1,2,-1,-2,2,2,0,1,2,0,2,2,-1,1,-1,1,-1,0,2,-1,-2,1,Ghana
788,27,,1,1,0,1,0,1,1,2,1,,,,,,,,,,2,-1,2,2,2,1,2,2,2,1,1,2,1,2,2,-2,2,0,0,-1,0,0,-2,-2,-2,Ghana
789,27,,1,1,0,1,1,0,0,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,-2,0,1,0,0,0,0,Ghana
790,27,,1,1,0,1,1,1,1,1,,,,,,,,,,,2,1,2,2,2,,2,-1,1,-1,1,2,2,,2,-2,-2,2,1,1,1,1,2,2,2,Ghana
791,27,,1,1,1,0,1,1,1,2,1,,,,,,,,,,1,2,2,-2,-2,-1,-1,-2,2,-2,0,2,1,0,0,1,2,1,-2,0,0,-2,2,2,2,Ghana
792,27,,1,1,1,0,0,2,0,,,,,,,,,,,,1,-2,-2,0,1,-2,-2,1,1,0,-2,-2,-2,1,1,0,0,0,1,1,-2,-2,-1,1,1,Ghana
793,27,,1,1,1,0,0,1,0,,,,,,,,,,,,-1,1,1,1,2,0,0,0,0,-2,-2,1,1,2,2,0,2,0,-1,-2,-2,-2,0,-1,-1,Ghana
794,27,,1,1,2,1,1,1,1,1,,,,,,,,,,,2,1,2,1,2,1,1,-1,1,-1,1,2,2,2,2,-1,2,2,1,1,1,1,2,2,2,Ghana
795,27,,1,1,2,0,0,0,0,,,,,,,,,,,,1,1,2,2,2,-2,-2,-2,-2,-2,-1,2,1,2,2,1,2,2,-2,2,2,-2,-1,-2,-2,Ghana
796,27,,1,1,2,0,0,1,0,,,,,,,,,,,,2,2,1,-1,2,2,-1,2,-2,2,-1,2,1,1,1,-1,2,1,1,2,2,1,1,0,2,Ghana
797,27,,1,2,0,0,0,1,1,2,0,,,,,,,,,,2,1,-2,-1,2,-1,-1,-1,1,-1,2,2,-1,2,2,-1,2,1,-1,1,1,1,-2,-2,1,Ghana
798,27,,1,2,0,0,0,1,1,1,,,,,,,,,,,-1,2,1,1,1,2,2,2,1,-2,2,2,2,1,2,-2,2,1,2,2,2,1,2,-2,-2,Ghana
799,27,,1,2,0,0,0,1,1,3,,,,,,,,,,,1,1,1,0,2,2,0,1,0,-1,1,2,1,1,1,0,1,0,1,1,1,0,-1,-1,0,Ghana
800,27,,1,2,1,0,2,1,1,2,0,,,,,,,,,,1,2,2,-2,2,0,-2,1,1,-2,1,1,1,,2,1,2,-2,2,-2,1,-1,1,1,2,Ghana
801,27,,1,0,0,0,0,0,0,,,,,,,,,,,,2,2,2,0,2,2,1,-2,0,-2,2,2,2,2,2,2,2,0,-2,0,2,0,-2,-1,2,Ghana
802,27,,2,1,0,0,1,0,1,3,,,,,,,,,,,1,0,0,0,1,1,0,1,1,0,1,2,1,1,1,1,1,1,1,1,1,0,1,1,0,Ghana
803,27,,2,1,0,1,2,1,1,3,,,,,,,,,,,-1,0,-1,-1,-1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,2,-1,0,-1,0,Ghana
804,27,,2,1,2,1,2,1,1,1,,,,,,,,,,,2,1,0,0,0,1,1,-1,2,-1,2,2,2,2,2,-1,2,2,1,1,1,1,2,2,2,Ghana
805,27,,2,2,0,0,0,1,2,,,,,,,,,,,,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,-2,2,2,2,2,1,2,2,1,1,Ghana
806,27,,,,0,0,0,2,0,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,-1,0,0,1,0,1,-1,-1,-2,0,Ghana
807,27,,0,1,0,0,0,1,1,2,0,,,,,,,,,,1,1,1,1,1,1,-2,2,2,0,2,2,2,2,2,-1,2,2,-1,2,2,1,-2,-2,1,Ghana
808,27,,0,1,1,0,1,1,1,2,0,,,,,,,,,,2,2,2,-2,1,1,0,2,2,1,1,2,1,2,1,1,1,1,2,1,1,2,0,1,1,Ghana
809,28,2,0,1,0,0,0,1,0,,,,,,,,,,,,2,2,2,2,2,2,2,-2,2,-2,2,2,2,-1,2,-2,-2,2,-2,2,2,-2,-1,-2,-2,Ghana
810,28,2,0,2,0,0,0,0,0,,,,,,,,,,,,0,0,2,0,2,0,0,-2,-2,2,0,2,0,2,2,1,2,2,-2,1,1,-1,0,-1,-1,Ghana
811,28,2,0,1,0,0,0,1,0,,,,,,,,,,,,2,2,1,1,2,1,1,2,2,0,1,1,0,2,2,-2,2,1,0,-2,-1,2,1,0,1,Ghana
812,28,2,0,1,0,0,0,1,1,1,,,,,,,,,,,1,-2,1,1,1,-2,-2,1,1,-2,1,1,1,1,1,-1,1,-1,0,-2,-2,1,1,-2,1,Ghana
813,28,2,0,1,0,1,1,1,1,3,,,,,,,,,,,2,2,1,-1,2,2,1,2,2,1,2,2,2,2,2,-1,2,-1,2,2,2,1,2,2,2,Ghana
814,28,2,0,1,1,0,0,1,1,3,,,,,,,,,,,2,2,2,-1,2,2,-1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,Ghana
815,28,2,0,1,1,0,1,1,1,1,,,,,,,,,,,2,2,2,-1,2,2,2,2,2,2,2,2,2,-1,-1,-2,-1,1,1,-1,-1,2,2,2,2,Ghana
816,28,2,0,1,1,1,0,0,0,,,,,,,,,,,,2,2,2,-2,2,2,2,2,2,2,2,2,2,1,2,-2,2,2,1,2,2,-1,2,2,2,Ghana
817,28,2,0,1,1,1,1,1,1,2,1,,,,,,,,,,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,-2,2,1,2,2,1,2,2,2,2,Ghana
818,28,2,0,1,1,1,1,1,1,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,-2,2,1,2,2,2,2,2,2,2,Ghana
819,28,2,0,1,1,1,1,1,1,3,,,,,,,,,,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,-2,2,1,2,2,2,2,2,2,2,Ghana
820,28,2,0,1,2,0,1,1,0,,,,,,,,,,,,2,-1,1,0,2,1,-1,-2,1,-1,1,2,2,2,2,1,1,0,-2,-2,-2,-2,1,-1,1,Ghana
821,28,2,0,2,0,0,0,0,0,,,,,,,,,,,,2,2,2,-2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,1,1,1,-1,1,1,1,Ghana
822,28,2,0,2,0,0,0,1,1,2,0,,,,,,,,,,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,0,1,0,0,0,0,0,1,1,2,Ghana
823,28,2,0,2,1,0,0,1,0,,,,,,,,,,,,2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,-1,2,2,1,-2,2,2,Ghana
824,28,2,0,2,1,0,0,1,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,-2,-2,2,2,2,2,2,2,2,Ghana
825,28,2,0,2,1,0,0,1,1,2,0,,,,,,,,,,-2,-2,-1,-2,2,-2,-2,-2,-2,0,2,2,2,2,2,2,2,1,-2,-1,-2,-2,-2,-2,-1,Ghana
826,28,2,0,2,1,0,0,1,1,3,,,,,,,,,,,1,1,-2,-1,2,1,-1,-1,1,-1,1,2,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,Ghana
827,28,2,0,2,1,0,0,1,0,,,,,,,,,,,,1,1,1,-2,2,2,2,2,1,-1,2,2,2,-1,2,-1,2,1,2,1,1,2,1,1,1,Ghana
828,28,2,0,2,1,0,0,1,0,,,,,,,,,,,,2,0,2,0,2,0,-1,2,2,0,2,2,2,2,2,-1,-2,2,1,0,0,0,2,1,1,Ghana
829,28,2,0,2,1,0,0,1,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,-2,2,2,2,1,1,2,2,2,2,Ghana
830,28,2,0,2,1,0,0,1,1,3,,,,,,,,,,,2,2,1,-1,2,2,-1,2,2,2,2,2,2,2,2,2,2,-1,1,0,0,-2,2,2,2,Ghana
831,28,2,0,2,2,0,0,1,1,1,,,,,,,,,,,2,2,2,-2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,1,1,0,1,2,-2,-2,2,Ghana
832,28,2,0,2,3,0,0,0,0,,,,,,,,,,,,2,2,2,1,1,0,-2,-2,-2,-2,-2,1,0,1,1,0,1,0,-2,-2,-2,-2,-2,-2,-2,Ghana
833,28,2,0,0,1,0,0,1,0,,,,,,,,,,,,2,1,2,-1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,0,-2,1,Ghana
834,28,2,0,0,1,1,1,0,0,,,,,,,,,,,,0,1,1,1,-1,0,-1,-1,0,0,1,1,0,1,0,-1,1,1,-1,0,-1,0,-1,-1,-1,Ghana
835,28,2,0,0,1,0,0,1,1,2,0,,,,,,,,,,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,-2,1,2,2,2,2,2,2,1,1,Ghana
836,28,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghana
837,28,2,1,1,0,0,0,1,0,,,,,,,,,,,,0,0,1,1,1,1,0,2,0,0,1,2,1,0,0,0,1,1,0,0,0,0,-1,-1,-1,Ghana
838,28,2,1,1,0,0,0,1,0,,,,,,,,,,,,0,0,2,0,2,0,0,2,0,2,1,2,1,1,1,0,1,0,2,2,2,2,0,0,-1,Ghana
839,28,2,1,1,0,0,0,1,0,,,,,,,,,,,,0,-1,1,-1,1,1,0,-2,-2,-2,0,1,0,1,1,1,1,1,-2,2,1,-2,-2,-2,0,Ghana
840,28,2,1,1,0,0,0,1,0,,,,,,,,,,,,0,-1,1,1,1,1,0,-1,-1,1,-1,0,1,1,2,0,1,1,0,1,1,-1,0,1,-1,Ghana
841,28,2,1,1,0,0,0,1,0,,,,,,,,,,,,0,1,1,1,1,0,-1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,-1,-2,Ghana
842,28,2,1,1,0,0,0,1,0,,,,,,,,,,,,0,1,1,1,1,1,-1,2,1,0,0,2,1,2,2,0,-1,1,2,1,1,1,0,0,0,Ghana
843,28,2,1,1,0,0,0,1,0,,,,,,,,,,,,1,0,0,1,2,2,0,0,1,-2,2,2,0,2,2,1,0,0,-1,0,0,-1,2,2,0,Ghana
844,28,2,1,1,0,0,0,1,0,,,,,,,,,,,,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,Ghana
845,28,2,1,1,0,0,0,1,0,,,,,,,,,,,,1,1,0,1,2,1,0,2,0,2,1,2,0,2,2,0,1,0,-1,-1,1,1,1,2,1,Ghana
846,28,2,1,1,0,0,0,1,0,,,,,,,,,,,,1,1,2,0,2,2,1,2,1,1,1,2,2,1,1,0,2,2,2,1,1,2,1,1,1,Ghana
847,28,2,1,1,0,0,0,1,0,,,,,,,,,,,,1,1,2,1,2,1,1,2,2,1,0,2,2,2,2,0,1,1,2,1,1,1,1,1,0,Ghana
848,28,2,1,1,0,0,0,1,0,,,,,,,,,,,,1,2,1,0,1,-1,1,2,-1,1,2,1,0,-1,-1,0,1,-2,1,-1,-2,1,0,0,-1,Ghana
849,28,2,1,1,0,0,0,1,0,,,,,,,,,,,,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,0,1,0,2,2,2,2,1,1,1,Ghana
850,28,2,1,1,0,0,0,1,0,,,,,,,,,,,,1,2,2,-1,2,2,1,-2,2,1,1,2,1,1,1,0,1,0,0,1,1,1,1,1,1,Ghana
851,28,2,1,1,0,0,0,1,0,,,,,,,,,,,,2,2,1,-1,2,2,2,2,2,0,1,2,2,2,2,1,1,-1,2,2,1,1,2,2,2,Ghana
852,28,2,1,1,0,0,0,1,0,,,,,,,,,,,,2,2,2,-1,2,2,1,2,1,1,1,2,1,2,2,0,1,0,1,1,1,1,1,1,2,Ghana
853,28,2,1,1,0,0,0,1,0,,,,,,,,,,,,-2,1,-1,-2,2,1,0,2,2,1,-1,2,2,2,2,0,1,-1,1,2,2,1,-1,-2,-2,Ghana
854,28,2,1,1,0,0,0,1,2,,,,,,,,,,,,-1,-1,1,-1,2,-1,-1,2,-2,-2,-1,1,0,1,2,-1,0,1,1,-1,0,0,2,0,0,Ghana
855,28,2,1,1,0,0,0,1,2,,,,,,,,,,,,2,2,2,-2,2,1,-1,-1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,-1,-1,-1,Ghana
856,28,2,1,1,0,0,0,1,1,2,0,,,,,,,,,,0,-1,0,0,2,0,-1,-1,-1,0,0,1,0,1,1,-1,1,0,1,1,1,1,-1,-1,0,Ghana
857,28,2,1,1,0,0,0,1,1,2,0,,,,,,,,,,0,1,2,1,2,0,0,2,1,1,0,2,2,0,2,0,1,0,1,0,0,0,1,0,0,Ghana
858,28,2,1,1,0,0,0,1,1,2,0,,,,,,,,,,-1,-2,-1,0,2,0,-2,-2,1,0,1,1,2,0,-1,-1,1,-1,0,1,0,0,1,0,0,Ghana
859,28,2,1,1,0,0,0,1,1,2,0,,,,,,,,,,1,-2,1,0,2,-2,-2,1,-2,0,-1,1,-1,2,2,-1,0,-2,-2,-2,-2,-2,1,-2,1,Ghana
860,28,2,1,1,0,0,0,1,1,2,0,,,,,,,,,,2,2,1,0,2,2,2,2,1,1,2,2,2,1,2,-1,1,-1,2,2,1,2,1,2,2,Ghana
861,28,2,1,1,0,0,0,1,1,2,0,,,,,,,,,,2,2,2,1,2,2,1,2,2,-1,1,2,1,2,2,-1,1,0,-1,0,1,-1,2,0,2,Ghana
862,28,2,1,1,0,0,0,1,1,2,1,,,,,,,,,,1,-1,2,1,1,2,1,-1,-2,-1,1,2,2,2,2,1,1,1,1,1,1,-2,-2,-1,1,Ghana
863,28,2,1,1,0,0,0,1,1,2,1,,,,,,,,,,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,Ghana
864,28,2,1,1,0,0,0,1,1,2,1,,,,,,,,,,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,-2,2,0,2,2,2,2,2,2,2,Ghana
865,28,2,1,1,0,0,0,1,1,1,,,,,,,,,,,-1,-1,1,-2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,-1,2,-2,-2,Ghana
866,28,2,1,1,0,0,0,1,1,1,,,,,,,,,,,1,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,0,0,1,1,1,0,Ghana
867,28,2,1,1,0,0,0,1,1,1,,,,,,,,,,,1,1,1,-1,2,1,1,0,0,0,1,2,0,1,1,1,2,2,-1,0,-1,-1,-1,-1,1,Ghana
868,28,2,1,1,0,0,0,1,1,1,,,,,,,,,,,1,1,1,-1,2,1,1,2,1,0,1,2,1,2,1,0,1,-1,1,1,1,2,1,-1,-1,Ghana
869,28,2,1,1,0,0,0,1,1,1,,,,,,,,,,,1,2,2,-2,2,2,2,2,2,2,2,2,1,1,2,-1,-2,1,2,2,2,2,2,2,2,Ghana
870,28,2,1,1,0,0,0,1,1,1,,,,,,,,,,,2,1,2,1,1,2,-1,2,2,-1,1,2,2,1,2,2,2,-2,-2,2,2,1,1,1,1,Ghana
871,28,2,1,1,0,0,0,1,1,1,,,,,,,,,,,2,1,2,1,2,1,2,2,2,-1,1,2,2,2,2,1,1,1,1,1,1,2,2,-1,1,Ghana
872,28,2,1,1,0,0,0,1,1,1,,,,,,,,,,,2,1,2,-2,2,1,2,2,1,1,2,2,1,-2,-2,-1,2,-1,1,1,1,1,-1,-1,1,Ghana
873,28,2,1,1,0,0,0,1,1,1,,,,,,,,,,,2,2,1,0,2,2,1,-2,1,2,2,2,2,0,1,-1,0,0,1,1,1,-1,2,2,2,Ghana
874,28,2,1,1,0,0,0,1,1,1,,,,,,,,,,,2,2,2,0,2,2,-1,2,2,0,2,2,2,2,2,-1,1,1,2,2,1,-2,-2,-2,-1,Ghana
875,28,2,1,1,0,0,0,1,1,1,,,,,,,,,,,2,2,2,-1,2,2,-1,1,1,2,2,2,2,-1,-1,-1,1,1,1,-1,-1,1,2,2,1,Ghana
876,28,2,1,1,0,0,0,1,1,3,,,,,,,,,,,1,1,1,0,2,2,1,1,2,2,1,2,2,2,2,0,-1,2,2,1,1,1,1,1,-1,Ghana
877,28,2,1,1,0,0,0,1,1,3,,,,,,,,,,,1,1,1,-2,1,-2,0,-1,-1,-2,1,1,1,2,2,2,-2,-2,-2,-2,-2,-2,-2,-1,-1,Ghana
878,28,2,1,1,0,0,0,1,1,3,,,,,,,,,,,1,2,2,1,2,-1,-1,1,1,0,1,2,1,0,1,-1,1,0,0,1,1,0,1,-2,-2,Ghana
879,28,2,1,1,0,0,0,1,1,3,,,,,,,,,,,2,2,1,,2,2,1,2,2,0,1,2,2,2,2,-1,0,-1,1,1,1,1,1,1,2,Ghana
880,28,2,1,1,0,0,2,1,0,,,,,,,,,,,,0,1,1,0,2,1,0,2,0,0,1,2,2,-1,-1,-1,-1,1,1,0,1,1,2,2,0,Ghana
881,28,2,1,1,0,0,1,2,0,,,,,,,,,,,,-1,0,1,0,2,0,0,1,0,0,1,2,1,1,2,0,1,-2,-1,0,-1,-2,-1,-2,-2,Ghana
882,28,2,1,1,0,0,1,2,1,3,,,,,,,,,,,2,1,1,1,2,2,2,1,2,1,1,2,1,1,1,0,1,1,1,1,2,1,2,1,1,Ghana
883,28,2,1,1,0,0,1,1,1,2,0,,,,,,,,,,1,2,2,1,2,0,-1,1,-1,0,-1,2,0,2,2,2,2,1,1,-1,-2,0,1,1,1,Ghana
884,28,2,1,1,0,0,1,1,1,2,0,,,,,,,,,,1,2,2,2,2,0,-1,1,-2,0,-1,2,0,2,2,1,1,0,1,0,-1,1,1,-1,1,Ghana
885,28,2,1,1,0,0,1,1,1,2,0,,,,,,,,,,2,2,2,-2,2,2,2,2,2,2,2,2,2,0,1,-2,1,1,2,2,2,2,2,2,2,Ghana
886,28,2,1,1,0,0,1,1,1,1,,,,,,,,,,,-1,2,2,1,2,1,-1,1,-2,1,1,2,1,2,2,-1,1,-1,1,1,0,1,1,0,-1,Ghana
887,28,2,1,1,0,0,1,1,1,1,,,,,,,,,,,1,1,0,0,2,1,2,2,2,1,1,2,2,1,2,0,1,-2,2,2,1,2,1,1,0,Ghana
888,28,2,1,1,0,2,1,1,2,,,,,,,,,,,,0,1,0,0,2,-1,-1,-2,0,-1,0,1,1,1,1,-1,0,0,-1,-1,-1,-1,1,1,-1,Ghana
889,28,2,1,1,0,1,0,1,1,1,,,,,,,,,,,1,1,1,0,2,1,-2,2,1,1,0,2,0,2,2,2,-1,1,-1,-2,-2,1,2,-1,1,Ghana
890,28,2,1,1,0,1,2,2,1,3,,,,,,,,,,,1,1,1,1,2,2,-2,-2,-2,-2,2,2,2,2,2,1,2,1,-2,-2,2,-1,1,1,-2,Ghana
891,28,2,1,1,0,1,1,0,0,,,,,,,,,,,,2,2,2,1,2,2,2,2,0,1,2,2,1,1,1,-1,1,0,2,1,1,0,1,1,2,Ghana
892,28,2,1,1,0,1,1,1,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,Ghana
893,28,2,1,1,0,1,1,1,1,2,0,,,,,,,,,,1,0,0,-1,1,0,0,1,1,1,0,2,1,2,2,-1,1,-1,-1,-1,-2,1,0,0,1,Ghana
894,28,2,1,1,0,1,1,1,1,2,1,,,,,,,,,,1,1,2,-1,2,2,1,2,2,1,1,2,1,2,2,-2,2,-2,2,2,2,2,2,1,1,Ghana
895,28,2,1,1,0,1,1,1,1,2,1,,,,,,,,,,2,2,2,-2,2,2,-2,2,2,2,2,2,2,1,1,-1,2,1,-1,-1,1,-1,2,2,2,Ghana
896,28,2,1,1,1,0,0,1,0,,,,,,,,,,,,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,0,0,1,2,1,1,1,2,1,1,Ghana
897,28,2,1,1,1,0,0,1,0,,,,,,,,,,,,1,2,2,2,2,2,-1,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,-2,-1,0,Ghana
898,28,2,1,1,1,0,0,1,1,3,,,,,,,,,,,2,2,2,2,2,2,2,-2,2,2,2,2,2,2,2,-2,2,2,-2,2,2,2,2,2,2,Ghana
899,28,2,1,1,1,0,1,1,1,2,1,,,,,,,,,,1,2,2,2,1,1,0,2,2,0,0,2,0,2,2,-1,2,0,-1,-1,0,0,1,-1,-1,Ghana
900,28,2,1,1,2,0,0,0,0,,,,,,,,,,,,1,2,1,-1,2,1,1,-2,-2,-2,1,2,2,2,2,2,2,0,-2,2,1,-2,1,0,0,Ghana
901,28,2,1,1,2,0,0,1,1,2,1,,,,,,,,,,1,1,1,1,1,2,-1,2,0,-1,2,2,2,2,2,0,2,0,2,1,1,2,2,1,0,Ghana
902,28,2,1,1,2,0,0,0,0,,,,,,,,,,,,-1,-1,-2,-2,-2,-2,-1,0,0,-2,-1,-1,-1,0,1,0,0,0,-1,-1,-1,-2,-2,-2,-1,Ghana
903,28,2,1,1,2,0,0,1,1,2,0,,,,,,,,,,0,-1,1,-1,2,0,0,1,-1,-2,1,2,1,2,2,1,0,2,-1,0,1,0,1,-1,0,Ghana
904,28,2,1,1,2,0,0,1,1,3,,,,,,,,,,,2,2,2,1,2,2,1,-2,0,1,1,1,2,2,2,1,2,-2,-2,0,0,-2,2,2,2,Ghana
905,28,2,1,1,2,0,2,1,0,,,,,,,,,,,,2,1,1,1,1,2,1,-2,0,-2,2,1,0,2,1,1,1,1,1,1,1,2,1,1,1,Ghana
906,28,2,1,1,2,0,1,1,2,,,,,,,,,,,,2,2,2,2,2,2,2,-2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,Ghana
907,28,2,1,1,2,0,1,1,1,1,,,,,,,,,,,1,2,1,-2,2,2,-2,2,1,-1,2,2,2,2,2,1,2,-2,0,-2,1,1,2,1,2,Ghana
